,Job Title,Rating,Company Name,Founded,Industry,Sector,job_state,age,python_yn,R_yn,spark,aws,excel,Min Salary Estimate,Max Salary Estimate,Avg Salary Estimate,City,State,Min Employees,Max Employees
157,Other,3.7,Takeda Pharmaceuticals,1781.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals, MA,239.0,0,0,0,0,1,52000.0,101000.0,76500.0,Boston,MA,10000,15000
158,Data Scientist,3.8,Legal & General America,1981.0,Insurance Carriers,Insurance, MD,39.0,1,0,0,0,1,81000.0,133000.0,107000.0,Frederick,MD,501,1000
159,Data Scientist,3.5,Western Digital,1970.0,Computer Hardware & Software,Information Technology, CA,50.0,1,0,0,1,0,132000.0,211000.0,171500.0,San Jose,CA,10000,15000
160,Data Scientist,3.9,Health IQ,2013.0,Insurance Agencies & Brokerages,Insurance, TX,7.0,0,0,0,0,1,73000.0,119000.0,96000.0,Dallas,TX,201,500
161,Data Scientist,4.2,Nuna,2010.0,Enterprise Software & Network Solutions,Information Technology, CA,10.0,0,0,0,0,0,110000.0,175000.0,142500.0,San Francisco,CA,51,200
162,Data Engineer,4.2,The Church of Jesus Christ of Latter-day Saints,1969.9696531791908,Religious Organizations,Non-Profit, UT,50.0303468208092,0,0,0,0,1,74000.0,140000.0,107000.0,Riverton,UT,10000,15000
163,Other,3.5,Sunovion,2010.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals, MA,10.0,1,0,0,0,1,100000.0,190000.0,145000.0,Marlborough,MA,1001,5000
164,Data Analyst,2.9,National Student Clearinghouse,1993.0,Colleges & Universities,Education, VA,27.0,1,0,0,0,1,43000.0,80000.0,61500.0,Herndon,VA,201,500
165,Other,3.6,Tower Health,2017.0,Health Care Services & Hospitals,Health Care, PA,3.0,0,0,0,0,0,35360.0,49920.0,42640.0,West Reading,PA,5001,10000
166,Data Scientist,2.7,State of Wisconsin Investment Board,1951.0,Investment Banking & Asset Management,Finance, WI,69.0,1,0,0,0,0,91000.0,149000.0,120000.0,Madison,WI,51,200
167,Other,4.4,Rubius Therapeutics,2013.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals, MA,7.0,0,0,0,0,0,42000.0,82000.0,62000.0,Cambridge,MA,201,500
168,Data Scientist,4.0,Autodesk,1982.0,Computer Hardware & Software,Information Technology, CA,38.0,1,0,1,0,0,116000.0,185000.0,150500.0,San Francisco,CA,5001,10000
169,Other,4.3,OneMagnify,1967.0,Advertising & Marketing,Business Services, MI,53.0,0,0,0,0,1,59000.0,116000.0,87500.0,Dearborn,MI,201,500
170,Data Engineer,4.2,IZEA,2006.0,Advertising & Marketing,Business Services, FL,14.0,1,0,1,1,1,48000.0,95000.0,71500.0,Winter Park,FL,51,200
171,Data Analyst,3.6,Vionic Group,2006.0,"Department, Clothing, & Shoe Stores",Retail, CA,14.0,0,0,0,0,1,31000.0,72000.0,51500.0,San Rafael,CA,51,200
172,Other,3.7,Takeda Pharmaceuticals,1781.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals, CA,239.0,0,0,0,0,1,105000.0,198000.0,151500.0,San Diego,CA,10000,15000
173,Data Analyst,2.8,Dodge Data & Analytics,2014.0,IT Services,Information Technology, NJ,6.0,1,0,0,0,1,55000.0,100000.0,77500.0,Hamilton,NJ,201,500
174,Other,3.7,Takeda Pharmaceuticals,1781.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals, MA,239.0,0,0,0,0,1,98000.0,182000.0,140000.0,Boston,MA,10000,15000
175,Data Scientist,3.3,Plymouth Rock Assurance,1982.0,Insurance Carriers,Insurance, NJ,38.0,0,0,0,0,1,73000.0,124000.0,98500.0,Woodbridge,NJ,1001,5000
176,Data Scientist,3.6847736625514402,CA-One Tech Cloud,2017.0,IT Services,Information Technology, CA,3.0,1,0,0,1,1,200000.0,250000.0,225000.0,San Francisco,CA,51,200
177,Other,3.6,Beebe Healthcare,1935.0,Health Care Services & Hospitals,Health Care, DE,85.0,0,0,0,0,0,43680.0,70720.0,57200.0,Lewes,DE,1001,5000
178,Other,3.7,Takeda Pharmaceuticals,1781.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals, MA,239.0,0,0,0,0,0,117000.0,206000.0,161500.0,Boston,MA,10000,15000
179,Data Scientist,3.4,Argo Group US,1948.0,Insurance Carriers,Insurance, NY,72.0,1,0,1,1,0,111000.0,183000.0,147000.0,New York,NY,1001,5000
180,Data Analyst,4.1,Associated Electric Cooperative,1961.0,Energy,"Oil, Gas, Energy & Utilities", MO,59.0,0,0,0,0,1,44000.0,78000.0,61000.0,Springfield,MO,501,1000
181,Machine Learning Engineer,2.6,Software Engineering Institute,1984.0,Colleges & Universities,Education, PA,36.0,1,0,0,0,0,81000.0,159000.0,120000.0,Pittsburgh,PA,501,1000
182,Other,3.2,PennyMac,2008.0,Lending,Finance, AZ,12.0,1,0,0,0,1,83000.0,166000.0,124500.0,Phoenix,AZ,1001,5000
183,Data Scientist,3.9,Zest AI,2009.0,Financial Analytics & Research,Finance, CA,11.0,1,0,0,0,0,114000.0,182000.0,148000.0,Burbank,CA,51,200
184,Data Analyst,4.7,DECISIVE ANALYTICS Corporation,1996.0,Aerospace & Defense,Aerospace & Defense, AL,24.0,1,0,0,0,1,42000.0,76000.0,59000.0,Huntsville,AL,51,200
185,Data Scientist,3.7,The Hanover Insurance Group,1852.0,Insurance Carriers,Insurance, MA,168.0,1,0,0,0,1,114000.0,179000.0,146500.0,Worcester,MA,5001,10000
186,Other,2.9,Karyopharm Therapeutics Inc.,1969.9696531791908,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals, MA,50.0303468208092,0,0,0,0,1,60000.0,123000.0,91500.0,Newton,MA,201,500
187,Machine Learning Engineer,3.0,Tempus Labs,2015.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals, IL,5.0,1,0,0,1,0,100000.0,166000.0,133000.0,Chicago,IL,501,1000
188,Data Scientist,4.7,Recursion Pharmaceuticals,2013.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals, UT,7.0,1,0,0,1,0,108000.0,173000.0,140500.0,Salt Lake City,UT,51,200
189,Data Engineer,3.7,P2 Energy Solutions,1969.9696531791908,Computer Hardware & Software,Information Technology, LA,50.0303468208092,0,0,0,0,1,48000.0,93000.0,70500.0,Lafayette,LA,501,1000
190,Other,3.3,Rochester Regional Health,2014.0,Health Care Services & Hospitals,Health Care, NY,6.0,0,0,0,0,0,54000.0,115000.0,84500.0,Rochester,NY,10000,15000
191,Software Engineer,4.0,ClearEdge,2002.0,Computer Hardware & Software,Information Technology, MD,18.0,0,0,0,0,1,60000.0,127000.0,93500.0,Annapolis Junction,MD,51,200
192,Other,4.4,Rubius Therapeutics,2013.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals, MA,7.0,0,0,0,0,0,90000.0,179000.0,134500.0,Cambridge,MA,201,500
193,Machine Learning Engineer,3.9,Tapjoy,2007.0,Internet,Information Technology, CA,13.0,1,0,1,0,0,138000.0,224000.0,181000.0,San Francisco,CA,201,500
194,Other,3.3,Rochester Regional Health,2014.0,Health Care Services & Hospitals,Health Care, NY,6.0,0,0,0,0,0,54000.0,115000.0,84500.0,Rochester,NY,10000,15000
195,Data Engineer,4.1,Credit Sesame,2010.0,Internet,Information Technology, CA,10.0,1,0,1,1,0,190000.0,220000.0,205000.0,Mountain View,CA,51,200
196,Data Analyst,3.6,San Manuel Casino,1986.0,Gambling,"Arts, Entertainment & Recreation", CA,34.0,0,0,0,0,1,35000.0,62000.0,48500.0,Highland,CA,1001,5000
197,Other,4.0,Texas Health Huguley Hospital,1977.0,Health Care Services & Hospitals,Health Care, TX,43.0,0,0,0,1,0,37440.0,52000.0,44720.0,Burleson,TX,1001,5000
198,Other,2.4,Teasdale Latin Foods,1969.9696531791908,Food & Beverage Manufacturing,Manufacturing, IL,50.0303468208092,0,0,0,0,0,39000.0,66000.0,52500.0,Hoopeston,IL,501,1000
199,Machine Learning Engineer,2.6,Software Engineering Institute,1984.0,Colleges & Universities,Education, PA,36.0,0,0,0,0,0,81000.0,167000.0,124000.0,Pittsburgh,PA,501,1000
200,Other,3.5,Central California Alliance for Health,1996.0,Health Care Services & Hospitals,Health Care, CA,24.0,0,0,0,0,0,42000.0,86000.0,64000.0,Scotts Valley,CA,501,1000
201,Data Engineer,3.0,Pilot Flying J Travel Centers LLC,1958.0,Gas Stations,Retail, TN,62.0,1,0,0,0,0,69000.0,127000.0,98000.0,Knoxville,TN,10000,15000
202,Other,3.6,Beebe Healthcare,1935.0,Health Care Services & Hospitals,Health Care, DE,85.0,0,0,0,0,0,43680.0,70720.0,57200.0,Millville,DE,1001,5000
203,Other,3.3,Palermo's Pizza,1964.0,Food & Beverage Manufacturing,Manufacturing, WI,56.0,0,0,0,0,0,40000.0,68000.0,54000.0,Milwaukee,WI,501,1000
204,Other,2.7,Advanced BioScience Laboratories,1961.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals, MD,59.0,0,0,0,0,1,49000.0,113000.0,81000.0,Rockville,MD,201,500
205,Data Engineer,3.4,Echo Global Logistics,2005.0,Transportation Management,Transportation & Logistics, IL,15.0,0,0,0,0,0,75000.0,140000.0,107500.0,Chicago,IL,1001,5000
206,Data Scientist,3.8,Truckstop.com,1995.0,Logistics & Supply Chain,Transportation & Logistics, IL,25.0,1,0,0,1,1,86000.0,139000.0,112500.0,Chicago,IL,501,1000
207,Data Scientist,3.7,Lockheed Martin,1995.0,Aerospace & Defense,Aerospace & Defense, VA,25.0,1,0,1,0,1,66000.0,112000.0,89000.0,Herndon,VA,10000,15000
208,Data Scientist,4.8,Acuity Insurance,1925.0,Insurance Carriers,Insurance, WI,95.0,0,0,0,0,0,76000.0,125000.0,100500.0,Sheboygan,WI,1001,5000
209,Data Analyst,3.8,Fareportal,2002.0,Travel Agencies,Travel & Tourism, NY,18.0,0,0,0,0,1,44000.0,86000.0,65000.0,New York,NY,1001,5000
210,Other,3.4,"Veterans Affairs, Veterans Health Administration",1930.0,Federal Agencies,Government, LA,90.0,0,0,0,0,0,31200.0,52000.0,41600.0,New Orleans,LA,10000,15000
211,Data Scientist,4.3,Credera,1999.0,Consulting,Business Services, TX,21.0,1,0,1,1,1,53000.0,92000.0,72500.0,Dallas,TX,201,500
212,Data Analyst,4.8,KnowBe4,2010.0,Security Services,Business Services, FL,10.0,1,0,0,0,1,44000.0,78000.0,61000.0,Clearwater,FL,501,1000
213,Other,3.4,Church & Dwight,1846.0,Consumer Products Manufacturing,Manufacturing, NJ,174.0,1,0,0,0,1,85000.0,134000.0,109500.0,Ewing,NJ,1001,5000
214,Data Engineer,3.9,Cogo Labs,2005.0,Internet,Information Technology, MA,15.0,1,0,1,0,0,59000.0,110000.0,84500.0,Cambridge,MA,51,200
215,Data Scientist,3.4,Spectrum Communications and Consulting,1992.0,Advertising & Marketing,Business Services, IL,28.0,0,0,0,0,0,64000.0,111000.0,87500.0,Chicago,IL,51,200
216,Data Analyst,3.1,NCSOFT,1997.0,Video Games,Media, CA,23.0,1,1,0,0,1,65000.0,120000.0,92500.0,San Mateo,CA,1001,5000
217,Data Scientist,3.2,MITRE,1958.0,Federal Agencies,Government, VA,62.0,1,0,1,0,0,60000.0,103000.0,81500.0,McLean,VA,5001,10000
218,Business Intelligence Analyst,4.3,"Dayton Freight Lines, Inc.",1981.0,Trucking,Transportation & Logistics, OH,39.0,0,0,0,0,0,53000.0,105000.0,79000.0,Dayton,OH,1001,5000
219,Data Scientist,3.6,MassMutual,1851.0,Insurance Carriers,Insurance, MA,169.0,1,0,1,1,0,124000.0,204000.0,164000.0,Boston,MA,5001,10000
220,Data Scientist,3.9,Genentech,1976.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals, CA,44.0,1,0,1,0,1,131000.0,207000.0,169000.0,South San Francisco,CA,10000,15000
221,Data Scientist,3.8,Juniper Networks,1996.0,Telecommunications Services,Telecommunications, CA,24.0,1,0,1,1,1,110000.0,174000.0,142000.0,Cupertino,CA,5001,10000
222,Data Analyst,2.8,Community Action Partnership of San Luis Obispo,1969.9696531791908,Social Assistance,Non-Profit, CA,50.0303468208092,0,0,0,0,1,33000.0,62000.0,47500.0,Parlier,CA,501,1000
223,Other,3.7,Takeda Pharmaceuticals,1781.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals, MA,239.0,0,0,0,0,1,52000.0,101000.0,76500.0,Boston,MA,10000,15000
224,Data Analyst,3.4,TrueAccord,2013.0,Enterprise Software & Network Solutions,Information Technology, CA,7.0,1,0,0,0,1,48000.0,90000.0,69000.0,San Francisco,CA,51,200
225,Data Analyst,4.0,DRB Systems,1984.0,Computer Hardware & Software,Information Technology, ID,36.0,1,1,0,0,1,34000.0,64000.0,49000.0,Meridian,ID,201,500
226,Data Scientist,3.5,Western Digital,1970.0,Computer Hardware & Software,Information Technology, CA,50.0,1,0,0,1,0,132000.0,211000.0,171500.0,San Jose,CA,10000,15000
227,Data Scientist,3.8,Legal & General America,1981.0,Insurance Carriers,Insurance, MD,39.0,1,0,0,0,1,81000.0,133000.0,107000.0,Frederick,MD,501,1000
228,Data Analyst,3.7,Corcentric,1996.0,Enterprise Software & Network Solutions,Information Technology, NJ,24.0,0,0,0,0,1,42000.0,76000.0,59000.0,Cherry Hill,NJ,201,500
229,Data Scientist,3.5,U.Group,2019.0,IT Services,Information Technology, IN,1.0,0,0,0,1,0,66000.0,111000.0,88500.0,Indianapolis,IN,201,500
230,Data Engineer,4.2,The Church of Jesus Christ of Latter-day Saints,1969.9696531791908,Religious Organizations,Non-Profit, UT,50.0303468208092,0,0,0,0,1,74000.0,140000.0,107000.0,Riverton,UT,10000,15000
231,Data Scientist,4.0,Pfizer,1849.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals, MA,171.0,1,0,0,1,1,63000.0,110000.0,86500.0,Cambridge,MA,10000,15000
232,Data Scientist,4.3,SMC 3,1935.0,Logistics & Supply Chain,Transportation & Logistics, KY,85.0,1,0,0,0,1,63000.0,105000.0,84000.0,Louisville,KY,51,200
233,Other,4.7,Systems Evolution Inc.,1992.0,Consulting,Business Services, NY,28.0,1,0,0,0,1,91000.0,138000.0,114500.0,New York,NY,201,500
234,Other,3.5,Sunovion,2010.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals, MA,10.0,1,0,0,0,1,100000.0,190000.0,145000.0,Marlborough,MA,1001,5000
235,Data Engineer,4.4,Eventbrite,2006.0,Internet,Information Technology, TN,14.0,1,0,1,1,1,62000.0,114000.0,88000.0,Nashville,TN,1001,5000
236,Data Engineer,4.1,Centro,2001.0,Internet,Information Technology, IL,19.0,1,0,1,1,0,71000.0,129000.0,100000.0,Chicago,IL,501,1000
237,Data Analyst,2.9,National Student Clearinghouse,1993.0,Colleges & Universities,Education, VA,27.0,1,0,0,0,1,43000.0,80000.0,61500.0,Herndon,VA,201,500
238,Data Scientist,2.5,comScore,1999.0,Advertising & Marketing,Business Services, OR,21.0,1,0,1,0,0,74000.0,119000.0,96500.0,Portland,OR,1001,5000
239,Data Analyst,4.2,SullivanCotter,1992.0,Consulting,Business Services, MN,28.0,1,0,0,0,1,55000.0,97000.0,76000.0,Minneapolis,MN,201,500
240,Data Scientist,3.9,NPD,1966.0,Research & Development,Business Services, NY,54.0,0,0,0,0,1,15000.0,16000.0,15500.0,Port Washington,NY,1001,5000
241,Data Scientist,4.3,Bakery Agency,2010.0,Advertising & Marketing,Business Services, TX,10.0,1,0,0,0,1,61000.0,106000.0,83500.0,Austin,TX,1,50
242,Data Scientist,2.7,State of Wisconsin Investment Board,1951.0,Investment Banking & Asset Management,Finance, WI,69.0,1,0,0,0,0,91000.0,149000.0,120000.0,Madison,WI,51,200
243,Data Scientist,3.9,Genentech,1976.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals, CA,44.0,0,0,0,0,1,127000.0,199000.0,163000.0,South San Francisco,CA,10000,15000
244,Data Analyst,3.4,Blue Cross & Blue Shield of Rhode Island,1939.0,Insurance Carriers,Insurance, RI,81.0,0,0,0,1,0,74000.0,126000.0,100000.0,Providence,RI,501,1000
245,Other,3.8,Boys Town,1917.0,Social Assistance,Non-Profit, NE,103.0,0,0,0,0,1,33000.0,72000.0,52500.0,Omaha,NE,1001,5000
246,Other,3.6,Tower Health,2017.0,Health Care Services & Hospitals,Health Care, PA,3.0,0,0,0,0,0,35360.0,49920.0,42640.0,West Reading,PA,5001,10000
247,Data Analyst,3.3,The HSC Health Care System,1883.0,Health Care Services & Hospitals,Health Care, DC,137.0,0,0,0,0,1,37000.0,63000.0,50000.0,Washington,DC,501,1000
248,Data Engineer,3.4,Pro-Sphere Tek,2006.0,Consulting,Business Services, TX,14.0,1,0,0,1,0,67000.0,119000.0,93000.0,Austin,TX,201,500
249,Data Scientist,3.0,Ameritas Life Insurance Corp,1887.0,Insurance Agencies & Brokerages,Insurance, OH,133.0,1,0,0,0,0,72000.0,117000.0,94500.0,Cincinnati,OH,1001,5000
250,Data Scientist,4.0,Autodesk,1982.0,Computer Hardware & Software,Information Technology, CA,38.0,1,0,1,0,0,116000.0,185000.0,150500.0,San Francisco,CA,5001,10000
251,Data Scientist,3.7,Genworth,2004.0,Insurance Carriers,Insurance, NC,16.0,1,0,1,1,1,78000.0,126000.0,102000.0,Raleigh,NC,1001,5000
252,Other,4.4,Rubius Therapeutics,2013.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals, MA,7.0,0,0,0,0,0,42000.0,82000.0,62000.0,Cambridge,MA,201,500
253,Other,4.3,OneMagnify,1967.0,Advertising & Marketing,Business Services, MI,53.0,0,0,0,0,1,59000.0,116000.0,87500.0,Dearborn,MI,201,500
254,Data Scientist,4.0,Pfizer,1849.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals, CT,171.0,0,0,0,1,1,63000.0,105000.0,84000.0,Groton,CT,10000,15000
255,Data Scientist,4.0,Novetta,2012.0,Enterprise Software & Network Solutions,Information Technology, VA,8.0,1,0,0,1,0,109000.0,177000.0,143000.0,Herndon,VA,501,1000
256,Data Scientist,3.2,"Numeric, LLC",1969.9696531791908,Staffing & Outsourcing,Business Services, PA,50.0303468208092,1,0,1,1,1,116000.0,194000.0,155000.0,Phila,PA,1,50
257,Data Engineer,4.2,IZEA,2006.0,Advertising & Marketing,Business Services, FL,14.0,1,0,1,1,1,48000.0,95000.0,71500.0,Winter Park,FL,51,200
258,Data Scientist,3.9,Trace Data,2000.0,Insurance Carriers,Insurance, CA,20.0,1,0,1,0,0,83000.0,133000.0,108000.0,Oakland,CA,51,200
259,Other,3.7,Takeda Pharmaceuticals,1781.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals, CA,239.0,0,0,0,0,1,105000.0,198000.0,151500.0,San Diego,CA,10000,15000
260,Data Analyst,3.6,Vionic Group,2006.0,"Department, Clothing, & Shoe Stores",Retail, CA,14.0,0,0,0,0,1,31000.0,72000.0,51500.0,San Rafael,CA,51,200
261,Other,3.7,Takeda Pharmaceuticals,1781.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals, MA,239.0,0,0,0,0,1,98000.0,182000.0,140000.0,Boston,MA,10000,15000
262,Data Analyst,2.8,Dodge Data & Analytics,2014.0,IT Services,Information Technology, NJ,6.0,1,0,0,0,1,55000.0,100000.0,77500.0,Hamilton,NJ,201,500
263,Data Analyst,4.2,Clearwater Analytics,2004.0,Investment Banking & Asset Management,Finance, ID,16.0,0,0,0,0,1,45000.0,82000.0,63500.0,Boise,ID,501,1000
264,Data Scientist,4.0,"Tekvalley, Corp.",1969.9696531791908,IT Services,Information Technology, CA,50.0303468208092,1,0,0,0,0,83000.0,135000.0,109000.0,San Francisco,CA,1,50
265,Data Scientist,3.5,BWX Technologies,1850.0,Aerospace & Defense,Aerospace & Defense, TN,170.0,1,0,0,0,0,70000.0,122000.0,96000.0,Oak Ridge,TN,5001,10000
266,Data Scientist,3.6847736625514402,CA-One Tech Cloud,2017.0,IT Services,Information Technology, CA,3.0,1,0,0,1,1,200000.0,250000.0,225000.0,San Francisco,CA,51,200
267,Data Engineer,3.2,PennyMac,2008.0,Lending,Finance, CA,12.0,1,0,0,1,1,70000.0,132000.0,101000.0,Agoura Hills,CA,1001,5000
268,Data Scientist,3.3,Plymouth Rock Assurance,1982.0,Insurance Carriers,Insurance, NJ,38.0,0,0,0,0,1,73000.0,124000.0,98500.0,Woodbridge,NJ,1001,5000
269,Data Engineer,3.9,Vermeer,1948.0,Industrial Manufacturing,Manufacturing, IA,72.0,0,0,0,0,1,54000.0,101000.0,77500.0,Pella,IA,1001,5000
270,Other,3.7,Takeda Pharmaceuticals,1781.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals, MA,239.0,0,0,0,0,0,117000.0,206000.0,161500.0,Boston,MA,10000,15000
271,Other,3.6,Beebe Healthcare,1935.0,Health Care Services & Hospitals,Health Care, DE,85.0,0,0,0,0,0,43680.0,70720.0,57200.0,Lewes,DE,1001,5000
272,Data Scientist,3.4,Argo Group US,1948.0,Insurance Carriers,Insurance, NY,72.0,1,0,1,1,0,111000.0,183000.0,147000.0,New York,NY,1001,5000
273,Data Scientist,3.5,L&T Infotech,1997.0,IT Services,Information Technology, CA,23.0,1,0,0,0,1,68000.0,112000.0,90000.0,San Ramon,CA,10000,15000
274,Data Analyst,4.3,OceanFirst Financial,1902.0,Banks & Credit Unions,Finance, NJ,118.0,0,0,0,1,0,42000.0,74000.0,58000.0,Red Bank,NJ,501,1000
275,Data Analyst,4.1,Associated Electric Cooperative,1961.0,Energy,"Oil, Gas, Energy & Utilities", MO,59.0,0,0,0,0,1,44000.0,78000.0,61000.0,Springfield,MO,501,1000
276,Machine Learning Engineer,2.6,Software Engineering Institute,1984.0,Colleges & Universities,Education, PA,36.0,1,0,0,0,0,81000.0,159000.0,120000.0,Pittsburgh,PA,501,1000
277,Data Scientist,3.6,Sotheby's,1744.0,Auctions & Galleries,Retail, NY,276.0,1,0,0,0,0,95000.0,161000.0,128000.0,New York,NY,1001,5000
278,Data Scientist,3.5,First Tech Federal Credit Union,1952.0,Banks & Credit Unions,Finance, OR,68.0,1,0,1,1,1,75000.0,124000.0,99500.0,Hillsboro,OR,1001,5000
279,Data Scientist,3.6,Amrock,1997.0,Real Estate,Real Estate, MI,23.0,1,0,0,0,0,72000.0,120000.0,96000.0,Detroit,MI,1001,5000
280,Data Scientist,2.3,Vanda Pharmaceuticals,2003.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals, DC,17.0,1,0,0,0,1,76000.0,126000.0,101000.0,Washington,DC,201,500
281,Data Scientist,3.9,Zest AI,2009.0,Financial Analytics & Research,Finance, CA,11.0,1,0,0,0,0,114000.0,182000.0,148000.0,Burbank,CA,51,200
282,Data Scientist,4.0,Novetta,2012.0,Enterprise Software & Network Solutions,Information Technology, VA,8.0,1,0,0,1,0,108000.0,176000.0,142000.0,Fort Belvoir,VA,501,1000
283,Data Scientist,4.1,CK-12 Foundation,2007.0,K-12 Education,Education, CA,13.0,0,0,0,1,1,130000.0,208000.0,169000.0,Palo Alto,CA,1,50
284,Other,3.2,PennyMac,2008.0,Lending,Finance, AZ,12.0,1,0,0,0,1,83000.0,166000.0,124500.0,Phoenix,AZ,1001,5000
285,Data Analyst,4.7,DECISIVE ANALYTICS Corporation,1996.0,Aerospace & Defense,Aerospace & Defense, AL,24.0,1,0,0,0,1,42000.0,76000.0,59000.0,Huntsville,AL,51,200
286,Other,4.2,Opinion Dynamics,1987.0,Consulting,Business Services, CA,33.0,1,0,0,0,0,37000.0,68000.0,52500.0,San Diego,CA,51,200
287,Data Engineer,4.6,Applied Information Sciences,1982.0,IT Services,Information Technology, TX,38.0,0,0,1,0,0,52000.0,99000.0,75500.0,Houston,TX,501,1000
288,Data Scientist,3.7,Swiss Re,1863.0,Insurance Agencies & Brokerages,Insurance, NY,157.0,1,0,0,0,1,105000.0,173000.0,139000.0,Armonk,NY,10000,15000
289,Data Engineer,3.7,Takeda Pharmaceuticals,1781.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals, MA,239.0,1,0,1,1,1,71000.0,134000.0,102500.0,Cambridge,MA,10000,15000
290,Other,4.4,WK Dickson,1929.0,Architectural & Engineering Services,Business Services, SC,91.0,0,0,0,0,0,39000.0,82000.0,60500.0,Columbia,SC,201,500
291,Data Scientist,3.7,The Hanover Insurance Group,1852.0,Insurance Carriers,Insurance, MA,168.0,1,0,0,0,1,114000.0,179000.0,146500.0,Worcester,MA,5001,10000
292,Other,3.9,Genentech,1976.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals, CA,44.0,0,0,0,0,1,88000.0,162000.0,125000.0,South San Francisco,CA,10000,15000
293,Data Analyst,3.6,MassMutual,1851.0,Insurance Carriers,Insurance, MA,169.0,1,0,0,0,0,60000.0,102000.0,81000.0,Springfield,MA,5001,10000
294,Machine Learning Engineer,3.0,Tempus Labs,2015.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals, IL,5.0,1,0,0,1,0,100000.0,166000.0,133000.0,Chicago,IL,501,1000
295,Data Analyst,3.4,General Dynamics Information Technology,1996.0,IT Services,Information Technology, DC,24.0,0,0,0,0,1,55000.0,99000.0,77000.0,Washington,DC,10000,15000
296,Data Engineer,4.1,ManTech,1968.0,Research & Development,Business Services, VA,52.0,0,0,0,0,0,67000.0,117000.0,92000.0,Herndon,VA,5001,10000
297,Data Scientist,3.8,Novartis,1996.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals, MA,24.0,0,0,0,0,0,92000.0,150000.0,121000.0,Cambridge,MA,10000,15000
298,Data Engineer,4.0,Autodesk,1982.0,Computer Hardware & Software,Information Technology, CA,38.0,1,0,1,0,1,116000.0,209000.0,162500.0,San Francisco,CA,5001,10000
299,Other,3.9,Southwest Research Institute,1947.0,Research & Development,Business Services, TX,73.0,0,0,0,0,0,38000.0,82000.0,60000.0,San Antonio,TX,1001,5000
300,Other,3.6847736625514402,Muso,1969.9696531791908,-1,-1, CA,50.0303468208092,1,0,0,0,1,85000.0,90000.0,87500.0,San Francisco,CA,201,500
301,Data Engineer,4.4,SpringML,2015.0,Enterprise Software & Network Solutions,Information Technology, IN,5.0,1,0,1,0,0,62000.0,119000.0,90500.0,Indianapolis,IN,1,50
302,Data Scientist,3.8,Novartis,1996.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals, MA,24.0,1,0,0,0,0,86000.0,143000.0,114500.0,Cambridge,MA,10000,15000
303,Data Scientist,3.8,Juniper Networks,1996.0,Telecommunications Services,Telecommunications, CA,24.0,1,0,1,0,1,93000.0,149000.0,121000.0,Sunnyvale,CA,5001,10000
304,Data Scientist,2.2,The Integer Group,1993.0,Advertising & Marketing,Business Services, TX,27.0,0,0,0,0,0,84000.0,136000.0,110000.0,Dallas,TX,501,1000
305,Other,2.9,Karyopharm Therapeutics Inc.,1969.9696531791908,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals, MA,50.0303468208092,0,0,0,0,1,60000.0,123000.0,91500.0,Newton,MA,201,500
306,Data Analyst,4.1,ManTech,1968.0,Research & Development,Business Services, VA,52.0,0,0,0,0,0,52000.0,89000.0,70500.0,Portsmouth,VA,5001,10000
307,Data Engineer,3.7,P2 Energy Solutions,1969.9696531791908,Computer Hardware & Software,Information Technology, LA,50.0303468208092,0,0,0,0,1,48000.0,93000.0,70500.0,Lafayette,LA,501,1000
308,Data Scientist,3.8,PNNL,1965.0,Energy,"Oil, Gas, Energy & Utilities", WA,55.0,1,0,0,0,0,56000.0,97000.0,76500.0,Richland,WA,1001,5000
309,Data Engineer,3.6,MassMutual,1851.0,Insurance Carriers,Insurance, MA,169.0,1,0,1,0,1,65000.0,119000.0,92000.0,Springfield,MA,5001,10000
